Sr #,Registration #,Unit Name,Date of Registration,Address of Establishment,Tehsil,District,Directorate,Contact #,Date of Start of Business,Name of Employer,Nature of Business,No. of Permanent Employees,No. of Temporary Employees,No. of Contractual Employees ,Total No. of Employees,Amount of wages paid to employees (Dec 2017),Amount of contribution paid (Dec 2017),F4 No. ,Amount of C4,F5 No.,F5 Amount,Where C4 Amount is Excess,Where C4 Amount is Less,Amount Increase Receivable ,Increase Amount Received,Accum. Balance of arrears,Functional/ Non- Functional ,Cases u/s 57,Cases u/s 59,Cases U/S 66,Cases U/S 81,Civil / High Court
45143,5-40-4304,M/s New insaf Bricks,26-4-2013,Sham Kot,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,-,,275400,Non-Functional,,,,,
45144,5-40-,M/s Khalid Rauf Const,30-7-2013,Seed Corporation Road,Khanewal,Khnewal,Multan,,,M. Javed,,,,,,,,,,,,,,63376,,150736,Functional ,,,,,
45145,5-40-4945,M/s pirowal Bricks,30-4-2013,Basti Farid Abad,Khanewal,Khnewal,Multan,0300-6893715,,Haji Zafar,,,,,,,,,2700,,,,,-,,106560,Functional ,,,,,
45146,5-40-4961,M/s New Makki/Bagh K,28-11-2013,Chak 68/10R,Khanewal,Khnewal,Multan,0300-6891315,,Anwar,,,,,,,,,4500,,,,,-,,186600,Non-Functional,,,,,
45147,5-40-4946,M/s Ghausia Kiln,30-11-2013,ADA MEHAR SHAH,Khanewal,Khnewal,Multan,0300-1890359,,Amir Khan,,,,,,,,,,,,,,-,,107400,Functional ,,,,,
45148,5-40-4956,M/s New shaheen Bricks,25-11-2013,ADA MEHAR SHAH,Khanewal,Khnewal,Multan,0300-6881421,,Sardar Khan,,,,,,,,,4500,,,,,-,,174600,Functional ,,,,,
45149,5-40-4952,M/s Suleman Khel Kiln,30-11-2013,ADA MEHAR SHAH,Khanewal,Khnewal,Multan,0300-6895422,,Rozi Khan,,,,,,,,,4500,,,,,-,,174600,Functional ,,,,,
45150,5-40-4957,M/s Ittefaq Bricks,28-11-2013,ADA MEHAR SHAH,Khanewal,Khnewal,Multan,0321-7892009,,Mumtaz ,,,,,,,,,4500,,,,,-,,171600,Functional ,,,,,
45151,5-40-4954,M/s Shoaib Mumtaz,28-11-2013,Makhdum Pur Road,Khanewal,Khnewal,Multan,0300-7375517,,Khuram Khan,,,,,,,,,4500,,,,,9059,,105359,Functional ,,,,,
45152,5-40-4950,M/s Niaz Bhatta,28-11-2013,Kot Abbas Shaheed,Khanewal,Khnewal,Multan,0342-7254712,,Abdul Razzaq,,,,,,,,,900,,,,,-,,59520,Functional ,,,,,
45153,5-40-4966,M/s razzaqia Kiln,28-11-2013,Sham Kot,Khanewal,Khnewal,Multan,0345-7296067,,Abdul Hameed,,,,,,,,,900,,,,,-,,125880,Functional ,,,,,
45154,5-40-4963,M/s Madni bricks,28-11-2013,Ahmad Nagar,Khanewal,Khnewal,Multan,0344-7379281,,Abdul Sattar,,,,,,,,,4500,,,,,-,,180600,Non-Functional,,,,,
45155,5-40-4962,M/s Data Kiln,28-11-2013,Chak Shahana road,Khanewal,Khnewal,Multan,0300-6884383,,Zafar,,,,,,,,,,,,,,-,,49380,Functional ,,,,,
45156,5-40-4964,M/s Zafar Bricks,28-3-2013,Mashrqi Side Tea Factory,Khanewal,Khnewal,Multan,0306-7891680,,Saif Ullah,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45157,5-40-4947,M/s Shansha Bricks,28-11-2013,17/AH Khanewal,Khanewal,Khnewal,Multan,0300-6890503,,Munir Jutt,,,,,,,,,900,,,,,-,,132240,Functional ,,,,,
45158,5-40-4948,M/s New Zakria Kiln,28-11-2017,Makhdum Pur Road,Khanewal,Khnewal,Multan,0300-6896470,,Shah Nawaz Khan,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45159,5-40-,M/s Ghusia Kiln,28-11-2013,ADA MEHAR SHAH,Khanewal,Khnewal,Multan,0300-8395171,,Shahid,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45160,5-40-4951,M/s Al Barkat Kiln,28-11-2013,ADA MEHAR SHAH,Khanewal,Khnewal,Multan,0333-6219725,,Shams U Din ,,,,,,,,,4500,,,,,-,,180500,Functional ,,,,,
45161,5-40-4955,M/s Mehar shah Kiln,28-11-2013,ADA MEHAR SHAH,Khanewal,Khnewal,Multan,0300-6890369,,Amir Khan,,,,,,,,,4500,,,,,-,,179400,Functional ,,,,,
45162,5-40-4958,M/s Gilani bricks,28-11-2013,Chak 20/V,Khanewal,Khnewal,Multan,0306-7374482,,Ali gohar,,,,,,,,,4500,,,,,-,,183600,Non-Functional,,,,,
45163,5-40-4960,M/s Zain Kiln,28-11-2013,ADA MEHAR SHAH,Khanewal,Khnewal,Multan,0310-6370541,,Ashraf Khan,,,,,,,,,,,,,,-,,119400,Functional ,,,,,
45164,5-40-4965,M/s New Madina,28-11-2013,Rajput Colony,Khanewal,Khnewal,Multan,0345-7297066,,Abdul Hameed,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45165,5-40-4967,M/s Al Makkah Bricks,28-11-2013,8 Kasi,Khanewal,Khnewal,Multan,0307-7882164,,Taj Muhammad,,,,,,,,,900,,,,,-,,68400,Functional ,,,,,
45166,5-40-4968,M/s Al Madina Bricks,28-11-2013,Ara More,Khanewal,Khnewal,Multan,,,Azam Khan,,,,,,,,,4500,,,,,-,,171600,Functional ,,,,,
45167,5-40-,M/s Ghause Azam Bricks,28-11-2013,Pull Astabal,Khanewal,Khnewal,Multan,,,Munir Ahmad,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45168,5-404969,M/s Chaudhry Bricks,28-11-2013,61/10R,Khanewal,Khnewal,Multan,0300-4525175,,Shahzad Khan,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45169,5-40-4970,M/s Shahzad Kiln,28-11-2013,95/10R,Khanewal,Khnewal,Multan,0300-0778490,,Anwar Khan,,,,,,,,,4500,,,,,-,,184200,Functional ,,,,,
45170,5-40-4971,M/s Khyber Bricks,28-11-2013,Nawan Chowk Mochi,Khanewal,Khnewal,Multan,0301-7609615,,Yaseen,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45171,5-40-4972,M/s Al Kamran Bricks,28-11-2013,47/10R,Khanewal,Khnewal,Multan,0346-4942181,,Abdul Raheem,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45172,5-40-4973,M/s Al Rahim Bricks,28-11-2013,Nawan Chowk Mochi,Khanewal,Khnewal,Multan,0308-8644588,,Zulfiqar Ali,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45173,5-40-4953,M/s karmanwalay Bricks,28-11-2013,Nawan Chowk Mochi,Khanewal,Khnewal,Multan,0300-7595181,,M. Ramzan,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45174,5-40-4974,M/s Al Madina Bricks,1/4/09,8/9R Sargana Wala,Khanewal,Khnewal,Multan,0300-8395774,,Umar Din,,,,,,,,,4500,,,,,-,,183600,Functional ,,,,,
45175,5-40-3757,M/s Nooria Bricks,1/4/09,Ada Noor Pur,Khanewal,Khnewal,Multan,0301-7818184,,Haji Wali Khan,,,,,,,,,2700,,,,,-,,206100,Functional ,,,,,
45176,5-40-3785,M/s Barkat Kiln,31-12-2009,Small Industries Estate,Khanewal,Khnewal,Multan,0300-7898844,,M. Ibrahim,,,,,,,,,2700,,,,,-,,205320,Functional ,,,,,
45177,5-40-4514,M/s Crescent Tuff Tile,1/1/89,88/10R,Khanewal,Khnewal,Multan,0300-4012236,,Akmal,,,,,,,267655,17609,,,,,,-,,13680,Functional ,,,,,
45178,5-61-292,M/s Unilever Tea Factory,1/1/11,Khanewal,Khanewal,Khnewal,Multan,0300-8490216,,Abdul Majeed,,,,,,,26006,17543,,,,,,40004,,64047,Functional ,,,,,
45179,5-61-292,M/s Abdul Majeed & Sons,1/1/11,Khanewal,Khanewal,Khnewal,Multan,0300-8398040,,Gulzar,,,,,,,8910,15674,,,,,,-,,0,Functional ,,,,,
45180,5-61-292,M/s gulzar Ahmad & Sons,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,1252,,1252,Non-Functional,,,,,
45181,5-61-292,M/s M. Ramzan & Sons,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Non-Functional,,,,,
45182,5-61-292,M/s Aqib brothers,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Non-Functional,,,,,
45183,5-61-292,M/s hassan M. Cont,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,0300-6891337,,Riaz,,,,,,,23278,17542,,,,,,-,,0,Functional ,,,,,
45184,5-61-292,M/s Riaz Ahmad Cont,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,0300-9383350,,Nawab Ali,,,,,,,,,,,,,,-,,0,Functional ,,,,,
45185,5-61-292,M/s Nawab Ali cont,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,0304-7222499,,,,,,,,,,,,,,,,-,,28729,Functional ,,,,,
45186,5-61-292,M/s Ali Brothers Cont,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,3600,,,,,1712,,5348,Non-Functional,,,,,
45187,5-61-292,M/s Ghulam Mustafa Cont,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,3240,15689,,,,,,-,,0,Functional ,,,,,
45188,5-61-292,M/s Dr. Kashif Cont,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,0302-2713545,,Abdul Hafiz,,,,,,,3657,15682,,,,,,-,,0,Functional ,,,,,
45189,5-61-292,M/s Sadiq mali Cont,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,0300-8393769,,Ghulam Dastagir,,,,,,,54000,15683,,,,,,-,,0,Functional ,,,,,
45190,-,M/s Presto Distributors,1/1/12,LAHORE MORE,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Non-Functional,,,,,
45191,14-61-292,M/s university fried Chickn,1/1/12,LAHORE MORE,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Non-Functional,,,,,
45192,5-61292,M/s Safety & Security,1/1/12,LAHORE MORE,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Non-Functional,,,,,
45193,5-61-292,M/s Al Makkah Catering,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,19440,17610,,,,,,-,,0,Functional ,,,,,
45194,5-61-292,M/s Metro Guards,1/1/11,Girls College Chowk,Khanewal,Khnewal,Multan,,,,,,,,,,5400,17526,,,,,,97,,972,Functional ,,,,,
45195,5-61-2556,M/s O.C.S,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,1800,11254,,,,,,862,,1202,Functional ,,,,,
45196,5-61-3081,M/s al Madina Cloth,1/1/12,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,6300,,,,,25478,,281133,Functional ,,,,,
45197,5-61-3085,M/s Sundas Cloth,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,9000,,,,,20200,,280102,Functional ,,,,,
45198,5-61-3086,M/s Sharif Cloth,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,6300,,,,,20347,,250079,Functional ,,,,,
45199,5-61-3087,M/s Sitara Cloth,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,6300,,,,,20200,,275602,Non-Functional,,,,,
45200,5-61-3088,M/s Abu Ul Wafa,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,0344-7362911,,Farhan,,,,,,,3916,17548,,,,,,75,,75,Functional ,,,,,
45201,5-61-3786,M/s Abu Dawood Trading,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,9900,17513,,,,,,387,,407,Functional ,,,,,
45202,5-61-3966,M/s Anas Trading,1/1/12,Bhutta Chowk,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Functional ,,,,,
45203,5-61-4306,M/s Asghar Traders,1/1/12,Chowk Ahl Hadis,Khanewal,Khnewal,Multan,3428681276,,,,,,,,,7560,13636,,,,,,-,,493560,Functional ,,,,,
45204,5-61-4722,M/s Stylo Shoes,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,0306-2993007,,,,,,,,,7832,17545,,,,,,1335,,10257,Functional ,,,,,
45205,5-61-4793,M/s Borjon Shoes,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,8439,,,,,5061,,20393,Functional ,,,,,
45206,5-36-,M/s M.K.H Engineering,1/1/12,Jehanian By Pass,Khanewal,Khnewal,Multan,,,,,,,,,,4200,11080,,,,,,-,,25800,Functional ,,,,,
45207,5-61-5447,M/s Dada pota Iron Store,1/1/12,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,9000,11101,,,,,,15708,,80508,Functional ,,,,,
45208,5-61-5465,M/s Suzuki Motors,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,16630,17585,,,,,,-,,9000,Functional ,,,,,
45209,5-61-463,M/s Muller & Phips,1/1/11,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Non-Functional,,,,,
45210,5-61-5556,M/s M. Iqbal & Brothers,1/1/12,157 Gulberg,Khanewal,Khnewal,Multan,0313-4012924,,,,,,,,,,,,,,,,-,,32000,Non-Functional,,,,,
45211,5-40-5563,M/s Tameer Construction,1/1/12,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,10800,17535,,,,,,-,,23400,Functional ,,,,,
45212,1110847,Ahmad Industries Taar,1/5/15,Kabirwala Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,338,,4838,Functional ,,,,,
45213,5-36-,M/s Asghar Nadeem Sikka,1/3/16,Near Patrol Pump,Khanewal,Khnewal,Multan,,,,,,,,,,,,2700,,,,,-,,69240,Functional ,,,,,
45214,5-36-5646,M/s Ayub Moding,1/3/16,railway Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,-,,84400,Functional ,,,,,
45215,5-36-5648,M/s Asim bashir Iron,1/3/98,Girls College Chowk,Khanewal,Khnewal,Multan,,,,,,,,,,7800,17592,,,,,,-,,84400,Functional ,,,,,
45216,5-82-2597,M/s City public School,1/3/15,Peoples colony,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,105100,,381377,Functional ,,,,,
45217,5-82-2742,M/s Young Scholar,1/3/96,Peoples colony,Khanewal,Khnewal,Multan,,,,,,,,,,,,9000,,,,,955,,36955,Functional ,,,,,
45218,5-82-2743,M/s Shaheen Cadet,1/3/99,New Sabz Mandi,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,10668,,521259,Functional ,,,,,
45219,5-82-2744,M/s Leadership college,1/3/09,Lahore Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,12819,,405492,Functional ,,,,,
45220,5-82-3469,M/s Khanewal Public,1/5/16,Lahore More,Khanewal,Khnewal,Multan,,,,,,,,,,9000,15632,9000,,,,,-,,669420,Functional ,,,,,
45221,5-82-4650,M/s Punjab college,1/6/12,Allama Iqbal Town,Khanewal,Khnewal,Multan,,,,,,,,,,21636,17522,9000,,,,,1120,,26920,Functional ,,,,,
45222,5-82-5757,M/s City School,1/3/14,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,14853,,14853,Functional ,,,,,
45223,5-82-4986,M/s Ghazali Institute,1/5/15,Khanewal,Khanewal,Khnewal,Multan,0314-9856620,,Sohail Anjum,,,,,,,221746,17603,9000,,,,,9435,,176235,Functional ,,,,,
45224,5-82-5185,M/s T.C.F School,1/8/14,Irshad Colony,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,9054,,9054,Functional ,,,,,
45225,5-82-5600,M/s British International,14-4-2015,Peoples colony,Khanewal,Khnewal,Multan,0346-7194466,,M. Asif,,,,,,,,,6300,,,,,1601,,7901,Functional ,,,,,
45226,5-82-5368,M/s New Concept School,8/4/15,Khanewal,Khanewal,Khnewal,Multan,0321-7898830,,,,,,,,,7560,17601,,,,,,6909,,145989,Functional ,,,,,
45227,5-82-5369,M/s The Hawk School,7/4/15,Khanewal,Khanewal,Khnewal,Multan,0321-6305921,,,,,,,,,9000,17590,,,,,,-,,7560,Functional ,,,,,
45228,5-82-5370,M/s Allied School,10/8/16,Khanewal,Khanewal,Khnewal,Multan,0321-7371212,,,,,,,,,3600,17602,,,,,,-,,0,Functional ,,,,,
45229,5-82-5755,M/s Jinnah Girls School,10/8/16,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,480,,115680,Functional ,,,,,
45230,5-82-5754,M/s The Smart School,20-6-1979,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,480,,115680,Non-Functional,,,,,
45231,5-83171,M/s Café Irem,30-8-1979,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,4500,17617,,,,,,-,,48768,Non-Functional,,,,,
45232,5-83-172,M/s Café Garden,16-9-2012,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,13429,Non-Functional,,,,,
45233,5-83-173,M/s Shabnam Cinema,16-9-2012,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,28757,Non-Functional,,,,,
45234,5-83-174,M/s palace Cinema,1/5/95,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,15213,Non-Functional,,,,,
45235,5-83-248,M/s Al Manzar hotel,1/3/16,Niazi Chok,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,140215,Functional ,,,,,
45236,5-83-3269,M/s City Guest House,30-4-2004,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,2700,,,,,174,,41214,Functional ,,,,,
45237,5-83-3273,M/s Bismillah highway,21-3-2009,khanewal,Khanewal,Khnewal,Multan,0300-7896192,,Saleem,,,,,,,,,6300,,,,,472,,19372,Functional ,,,,,
45238,5-83-3756,M/s Naimat kada Hotel,23-4-2009,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,1838,,9182,Non-Functional,,,,,
45239,5-83-3801,M/s City Resturant,1/6/08,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,73800,Functional ,,,,,
45240,5-83-3545,M/s Qalandar kibria Hotel,30-7-2008,Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,7200,17510,,,,,,,,560256,Functional ,,,,,
45241,5-83-3546,M/s Khattak Hotel,17-5-2010,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,187284,,204984,Functional ,,,,,
45242,5-83-4309,M/s Punjab Food Street,26-3-2015,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,2856,17533,,,,,,-,,138920,Functional ,,,,,
45243,5-83-4302,M/s Fort Resturant,21-4-2015,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,7560,17536,,,,,,,,1188,Functional ,,,,,
45244,5-83-5372,M/s U.K. Baba,14-7-1986,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,6300,,,,,-,,180640,Non-Functional,,,,,
45245,5-90-1382,M/s Ghausia Cold ,11/8/04,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,2297,Functional ,,,,,
45246,5-90-1383,M/s Najab Cold Storage,1/12/86,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,2700,,,,,12630,,45450,Non-Functional,,,,,
45247,5-90-1384,M/s Imtiaz Ice Factory,28-4-2010,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,7973,Functional ,,,,,
45248,5-90-4285,M/s Zaheer Cold Storage,6/10/99,khanewal,Khanewal,Khnewal,Multan,3006894370,,Farooq,,,,,,,,,4500,,,,,16500,,225720,Functional ,,,,,
45249,5-83-2882,M/s Café Gulab,1/3/14,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Functional ,,,,,
45250,5-40-5355,M/s Ibrahim City Const,1/8/15,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,12780,17558,,,,,,13390,,15262,Non-Functional,,,,,
45251,5-40-,M/s Usmani Associates,1/6/16,khanewal,Khanewal,Khnewal,Multan,0321-6882240,,M. Adil,,,,,,,25390,15639,,,,,,-,,21000,Functional ,,,,,
45252,5-61-,M/s Warda Cloth ,1/10/16,Industrial Estate,Khanewal,Khnewal,Multan,,,,,,,,,,3240,17589,,,,,,-,,20400,Functional ,,,,,
45253,5-36-,M/s Ahmad Taar Factory,20-5-2016,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,95,,253,Functional ,,,,,
45254,1382950,M/s Shafqat Proteen,20-5-2016,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,-,,80400,Functional ,,,,,
45255,5-20-,M/s Rao Akhter,1/9/16,Awan Chok,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,-,,80400,Functional ,,,,,
45256,5-40-,M/s Al Farid Kiln,1/9/16,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,-,,58500,Functional ,,,,,
45257,5-82-,M/s Superior Group of Colleges,1/10/16,Chak Shahana road,Khanewal,Khnewal,Multan,,,,,,,,,,,,9000,,,,,4500,,67500,Functional ,,,,,
45258,1429338,M/s Saeed Cotton,1/9/16,jehanian road,Khanewal,Khnewal,Multan,,,,,,,,,,,,28080,,,,,-,,47460,Functional ,,,,,
45259,1428970,M/s Taha cotton/pakistan,1/9/11,Tea Factory ,Khanewal,Khnewal,Multan,,,,,,,,,,4500,17618,900,,,,,-,,19080,Functional ,,,,,
45260,5-61-292,M/s Sinaco Engineering,1/10/16,Chak Shahana road,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,421,,421,Functional ,,,,,
45261,1427877,M/s Ahmad Wahaj Cotton,1/9/16,khanewal,Khanewal,Khnewal,Multan,0313-6015640,,Najeeb,,,,,,,10800,17563,,,,,,-,,0,Functional ,,,,,
45262,5-90-5816,M/s Naveed Cold Storage,11/11/16,khanewal,Khanewal,Khnewal,Multan,0336-3456588,,,,,,,,,20700,17524,,,,,,-,,18000,Functional ,,,,,
45263,1428242,M/s Standard Cotton,11/11/16,khanewal,Khanewal,Khnewal,Multan,0300-6890268,,Abdul Samad,,,,,,,,,,,,,,325,,1972,Functional ,,,,,
45264,1427512,M/s Pak /al karam Cotton,15-11-2016,Industrial Estate,Khanewal,Khnewal,Multan,0301-7823700,,Alam gir,,,,,,,,,2700,,,,,-,,49700,Functional ,,,,,
45265,1428607,M/s Al Madina Cotton,1/9/16,CIVIL LINE,Khanewal,Khnewal,Multan,,,,,,,,,,,,2700,,,,,-,,49700,Functional ,,,,,
45266,5-82-5756,M/s Laurates School Syst,1/9/16,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,10800,15697,,,,,,-,,58500,Functional ,,,,,
45267,1410336,M/s Rao Shan Petrolium,1/11/16,Chak Shahana road,Khanewal,Khnewal,Multan,,,,,,,,,,4315,17607,,,,,,-,,70200,Functional ,,,,,
45268,5-13-,M/s Bukhtiyari filling,1/1/14,Kacha khoo,Khanewal,Khnewal,Multan,,,,,,,,,,,,5400,,,,,-,,59400,Functional ,,,,,
45269,5-83-,M/s New Mian Wali Hotel,1/1/14,Niazi Chok,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,-,,9405,Functional ,,,,,
45270,5-83-,M/s Fort Event hall,1/1/16,Kot Alla Singh,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,648,Functional ,,,,,
45271,5-82-,M/s Punjab Public School,20-1-2017,Kacha khoo,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,2870,,21806,Functional ,,,,,
45272,5-20-,M/s Unique Feeds,1/1/17,168/10R,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,8317,,8317,Functional ,,,,,
45273,5-82-,M/s New Shaheen School,1/1/17,168/10R,Khanewal,Khnewal,Multan,,,,,,,,,,,,5400,,,,,27,,27027,Functional ,,,,,
45274,5-82-,M/s yousaf Ideal School,1/1/17,168/10R,Khanewal,Khnewal,Multan,,,,,,,,,,7200,17591,,,,,,60,,13860,Functional ,,,,,
45275,5-82-,M/s Marriyam School,1/3/11,Uniliver Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,-,,27000,Functional ,,,,,
45276,5-61-,M/s Al Khan Catering,1/3/11,Uniliver Khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,10080,,,,,189,,10421,Functional ,,,,,
45277,5-61-292,M/s M. Fayyaz Guest ,1/3/11,Girls College Chowk,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Functional ,,,,,
45278,5-82-,M/s Bright Way School,1/3/11,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,4500,,,,,-,,27000,Functional ,,,,,
45279,5-61-,M/s haris Pharma,1/3/11,khanewal,Khanewal,Khnewal,Multan,,,,,,,,,,,,,,,,,-,,0,Functional ,,,,,
45280,5-61-292,M/s Watt & Wolt,1/3/11,Stadium Road,Khanewal,Khnewal,Multan,,,,,,,,,,,,3966,,,,,140,,11906,Functional ,,,,,
45281,5-90-,M/s Mumtaz Ice Factory,1/3/11,Qasim Bag,Khanewal,Khnewal,Multan,0300-6880339,,,,,,,,,,,4500,,,,,-,,22500,Functional ,,,,,
45282,5-20-,M/s Qasim Bagh Shed,1/3/11,Peoples colony,Khanewal,Khnewal,Multan,,,,,,,,,,,,6300,,,,,-,,31080,Functional ,,,,,
45283,5-61-,M/s Sims Pharma,1/1/11,Farooq E Azam Chowk,Khanewal,Khnewal,Multan,0321-6980551,,Sheikh Qamar,,,,,,,,,,,,,,526,,526,Functional ,,,,,
45284,5-83-5979,M/s Al Kaif Pizza Bite,1/3/12,Chowk Sanglawala,Khanewal,Khnewal,Multan,065-2551711,,Sheikh Zulfiqar,,,,,,,,,,,,,,,,0,Functional ,,,,,
45285,5-83-5976,M/s Bismilah Hotel,1/1/14,Civil Hospital Road,Khanewal,Khnewal,Multan,0302-7822814,,M Akram,,,,,,,,,4500,,,,,,,4500,Functional ,,,,,
45286,5-83-5978,M/s 786 Family Garden,30-10-2017,Girls College Chowk,Khanewal,Khnewal,Multan,065-2551510,,M Afzal,,,,,,,,,5400,,,,,,,5400,Functional ,,,,,
45287,,M/s Food Festival Green Velley,2/5/16,Jungle Muryala,Khanewal,Khnewal,Multan,0346-7928861,,Mushtaq,,,,,,,,,4500,,,,,,,4500,Functional ,,,,,
45288,1388063,Hamza Protein Form,19-1-2017,Khanewal,,,Multan,,,,,,,,,,,,,,,,,,,0,Functional ,,,,,
45289,5-40-6015, IKon Cons.,1/12/17,Khanewal Tool Plaza,,,Multan,,,,,,,,,,,,,,,,,,,0,Functional ,,,,,
45290,5-83-6039,Khyber Hotel,18-1-2017,Khanewal,,,Multan,,,,,,,,,,,,,,,,,,,,Functional ,,,,,
45291,1511515,Awal Oil Mills,18-1-2017,khanewal,,,Multan,,,,,,,,,,,,,,,,,,,,Functional ,,,,,
45292,5/23/05,M/s. Allah Wasya Manufacture of Textile  ,01.11.1967,"Vehari Road, Multan",Multan,Multan,Multan,061-4233624,01.11.1967,Tanveer Ahmed ,Manufacture of Textile ,808,-,-,808,,290275,18750,-,-,-,-,-,-,-,0,Functional ,,-,-,-,-
